"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.782446917E0,-1.963167572E0,6.013145599E0,6.992109833E0,9.428761681E0
2.792420917E0,-2.030228119E0,5.949378204E0,7.204967194E0,9.561824067E0
2.802394917E0,-1.889820099E0,5.776637421E0,7.626041565E0,9.751793161E0
2.812368917E0,-1.668280792E0,5.478307800E0,7.973319397E0,9.816763182E0
2.822342917E0,-1.783690796E0,5.378016357E0,8.519982605E0,1.023204361E1
2.832316917E0,-1.979034576E0,5.107079773E0,9.057514801E0,1.058477284E1
2.842291917E0,-2.105222168E0,4.602479095E0,9.032217407E0,1.035353686E1
2.852265917E0,-2.322570190E0,4.331841888E0,8.614286499E0,9.917919052E0
2.862239917E0,-2.680326233E0,4.451742554E0,8.244255981E0,9.745251006E0
2.872213917E0,-2.872077484E0,4.569996643E0,7.622299347E0,9.339868614E0
2.882187917E0,-2.944377136E0,4.762646027E0,6.901548157E0,8.887267345E0
2.892161917E0,-2.946023712E0,5.125641174E0,6.610702972E0,8.868632755E0
2.902135917E0,-2.981050873E0,5.627996521E0,6.690487061E0,9.237078881E0
2.912110917E0,-3.135379944E0,6.171815643E0,7.134912872E0,9.941272425E0
2.922084917E0,-3.320993958E0,6.704857178E0,8.179141388E0,1.108523633E1
2.932058917E0,-3.447031860E0,7.094347229E0,9.602232056E0,1.242636921E1
2.942032917E0,-3.486998749E0,7.240892487E0,1.086530548E1,1.351460497E1
2.952006917E0,-3.369493103E0,7.075336761E0,1.170026917E1,1.408226447E1
2.961980917E0,-2.531086578E0,6.421346741E0,1.171463928E1,1.359679619E1
2.971955542E0,-1.066382446E0,5.382507019E0,1.084794159E1,1.215674258E1
2.981929542E0,-9.593550110E-1,5.029541016E0,1.112905701E1,1.225041039E1
2.991903542E0,-1.213526459E0,4.937781830E0,1.089239914E1,1.202076099E1
3.001877542E0,-1.432521057E0,4.789889374E0,1.035830978E1,1.150172763E1
3.011851542E0,-1.582509155E0,4.654720459E0,9.578281860E0,1.076634762E1
3.021825542E0,-1.837279358E0,4.557422791E0,8.874146118E0,1.014377480E1
3.031799542E0,-2.062860260E0,4.531826019E0,8.250692596E0,9.636740520E0
3.041774542E0,-2.015558624E0,4.611759796E0,7.782915344E0,9.268472163E0
3.051748542E0,-1.761686554E0,4.830155640E0,7.634124756E0,9.204010202E0
3.061722542E0,-1.416204987E0,5.041366425E0,7.629035339E0,9.253280078E0
3.071696542E0,-1.035696259E0,5.256469116E0,7.838000793E0,9.494071347E0
3.081670542E0,-5.911207581E-1,5.466482391E0,8.138276367E0,9.821578066E0
3.091644542E0,-2.736309814E-1,5.571863251E0,8.203390961E0,9.920491785E0
3.101618542E0,-3.119512939E-1,5.539530487E0,7.902816010E0,9.655993605E0
3.111593542E0,-4.891827393E-1,5.515879669E0,7.463778992E0,9.293665860E0
3.121567542E0,-6.803352356E-1,5.567372589E0,6.935228119E0,8.919410442E0
3.131541542E0,-9.319619751E-1,5.654940491E0,6.526128845E0,8.685462727E0
3.141515542E0,-1.211430817E0,5.712570648E0,6.237828369E0,8.544678508E0
3.151489542E0,-1.270108795E0,5.661377106E0,5.952671356E0,8.312560578E0
3.161463542E0,-1.432521057E0,5.663023682E0,5.773194580E0,8.212900186E0
3.171438542E0,-1.520088959E0,5.667214966E0,5.545967102E0,8.073769071E0
3.181412542E0,-1.640139313E0,5.750591583E0,5.312153320E0,7.998645724E0
3.191386542E0,-1.689985657E0,5.863456879E0,4.996459808E0,7.886747663E0
